ID,Type,From,To,Amount,Txn,ether,USD,date
2149,Sold,6689278,5966219,0.49Ξ ($68),"Mar 28, 2019",0.49,68,2019-03-28
2151,Sold,ross_VRO…,0x0452b1,0.59Ξ ($165),"Feb 18, 2020",0.59,165,2020-02-18
2151,Sold,coinduph…,ross_VRO…,0.33Ξ ($46),"Mar 28, 2019",0.33,46,2019-03-28
2151,Sold,Hemba,coinduph…,0.11Ξ ($55),"Apr 17, 2018",0.11,55,2018-04-17
2152,Sold,10734384,11268359,"16.50Ξ ($32,711)","Apr 08, 2021",16.5,32711,2021-04-08
2153,Sold,0x13816f,0x584cdf,"7.25Ξ ($13,234)","Feb 13, 2021",7.25,13234,2021-02-13
2153,Sold,Michel_M…,0x13816f,"4.79Ξ ($1,686)","Oct 05, 2020",4.79,1686,2020-10-05
2153,Sold,0x88bd20,Michel_M…,"4.50Ξ ($1,584)","Oct 05, 2020",4.5,1584,2020-10-05
2153,Sold,Carlini8,0x88bd20,"5.99Ξ ($2,076)","Oct 04, 2020",5.99,2076,2020-10-04
2153,Sold,MANAmans…,Carlini8,"5.89Ξ ($2,046)","Oct 03, 2020",5.89,2046,2020-10-03
2153,Sold,0xc69ae4,MANAmans…,"4.40Ξ ($1,581)","Sep 28, 2020",4.4,1581,2020-09-28
2153,Sold,Hemba,0xc69ae4,1.10Ξ ($225),"May 25, 2020",1.1,225,2020-05-25
2154,Sold,Pranksy,7478,1Ξ ($246),"Jul 09, 2020",1,246,2020-07-09
2154,Sold,ross_VRO…,Pranksy,0.60Ξ ($81),"Jan 04, 2020",0.6,81,2020-01-04
2154,Sold,Hemba,ross_VRO…,0.36Ξ ($50),"Mar 20, 2019",0.36,50,2019-03-20
2155,Sold,Hemba,0x8ca89c,0.12Ξ ($83),"Dec 14, 2017",0.12,83,2017-12-14
2156,Sold,0x4960c4…,jmg,"5.30Ξ ($5,882)","Jan 05, 2021",5.3,5882,2021-01-05
2156,Sold,Party,0x4960c4…,"5.30Ξ ($3,913)","Dec 31, 2020",5.3,3913,2020-12-31
2156,Sold,0xde0193,Party,"4Ξ ($2,931)","Dec 31, 2020",4,2931,2020-12-31
2158,Sold,aviexkak…,0xb5b84e,"21Ξ ($41,431)","Feb 21, 2021",21,41431,2021-02-21
2158,Sold,0x610cfc,🖕🖕🖕.e…,"5.80Ξ ($3,612)","Dec 22, 2020",5.8,3612,2020-12-22
2158,Sold,antunes_…,Slider92,"5.50Ξ ($1,895)","Oct 02, 2020",5.5,1895,2020-10-02
2158,Sold,Hemba,antunes_…,1.20Ξ ($241),"May 15, 2020",1.2,241,2020-05-15
2161,Sold,14522203,Snowfro,0.50Ξ ($80),"Feb 23, 2019",0.5,80,2019-02-23
2161,Sold,55241,0xdd975b,0.10Ξ ($37),"Nov 20, 2017",0.1,37,2017-11-20
2168,Sold,DT,0x0e9aed,"15Ξ ($31,761)","Apr 05, 2021",15,31761,2021-04-05
2168,Sold,LeafyGre…,DT,"5Ξ ($1,725)","Oct 02, 2020",5,1725,2020-10-02
2168,Sold,0x052564,LeafyGre…,2Ξ ($736),"Sep 11, 2020",2,736,2020-09-11
2168,Sold,Hemba,0xd8e806,0.46Ξ ($88),"Jul 11, 2017",0.46,88,2017-07-11
2170,Sold,GoWest23,0x13816f,"5.65Ξ ($1,999)","Sep 29, 2020",5.65,1999,2020-09-29
2170,Sold,Hemba,GoWest23,0.44Ξ ($76),"May 06, 2019",0.44,76,2019-05-06
2172,Sold,0x13816f,0x701f37,"8.75Ξ ($15,051)","Feb 15, 2021",8.75,15051,2021-02-15
2172,Sold,NeonNFT,0x13816f,"4.75Ξ ($1,603)","Oct 02, 2020",4.75,1603,2020-10-02
2172,Sold,GoWest23,NeonNFT,"5.25Ξ ($1,910)","Sep 28, 2020",5.25,1910,2020-09-28
2172,Sold,Hemba,GoWest23,0.43Ξ ($75),"May 06, 2019",0.43,75,2019-05-06
2173,Sold,MrNFT,0x3ee505,2.45Ξ ($847),"Sep 24, 2020",2.45,847,2020-09-24
2173,Sold,0x11c9a7,MrNFT,1.92Ξ ($656),"Sep 23, 2020",1.92,656,2020-09-23
2173,Sold,OnlyToas…,0x11c9a7,1.90Ξ ($703),"Sep 15, 2020",1.9,703,2020-09-15
2173,Sold,Pranksy,OnlyToas…,1.90Ξ ($709),"Sep 14, 2020",1.9,709,2020-09-14
2173,Sold,natealex,Pranksy,1.69Ξ ($637),"Sep 14, 2020",1.69,637,2020-09-14
2173,Sold,Hemba,natealex,0.60Ξ ($120),"May 14, 2020",0.6,120,2020-05-14
2177,Sold,0x2bcbbd,Cryptokk…,0.50Ξ ($84),"Apr 14, 2019",0.5,84,2019-04-14
2181,Sold,0xe45df5,Pixls,0.25Ξ ($25),"Dec 19, 2018",0.25,25,2018-12-19
2184,Sold,0xe96c3e,0x1c0700,"5.50Ξ ($3,999)","Dec 29, 2020",5.5,3999,2020-12-29
2184,Sold,Hemba,el,0.16Ξ ($44),"Aug 26, 2018",0.16,44,2018-08-26
2188,Sold,Theodora,0xa1f257,"8Ξ ($14,549)","Feb 14, 2021",8,14549,2021-02-14
2188,Sold,ChrisR,Theodora,0.87Ξ ($305),"Sep 06, 2020",0.87,305,2020-09-06
2188,Sold,0xb6be4d,Pranksy,0.90Ξ ($190),"May 19, 2020",0.9,190,2020-05-19
2190,Sold,0x577ebc,7348023,"45Ξ ($75,649)","Feb 06, 2021",45,75649,2021-02-06
2194,Sold,flipper_,0xcf6165,"5.24Ξ ($3,405)","Dec 27, 2020",5.24,3405,2020-12-27
2194,Sold,Theodora,flipper_,"4.84Ξ ($1,761)","Sep 28, 2020",4.84,1761,2020-09-28
2194,Sold,cryptosa…,Theodora,0.75Ξ ($265),"Sep 06, 2020",0.75,265,2020-09-06
2194,Sold,Hemba,cryptosa…,1.10Ξ ($225),"May 25, 2020",1.1,225,2020-05-25
2196,Sold,5734076,16037029,"55Ξ ($103,896)","Mar 13, 2021",55,103896,2021-03-13
2197,Sold,12322844,5772875,0.30Ξ ($58),"Jul 19, 2017",0.3,58,2017-07-19
2198,Sold,11004839,5615543,0.29Ξ ($71),"Sep 21, 2018",0.29,71,2018-09-21
2200,Sold,0x58164b,Kenney,0.08Ξ ($60),"May 07, 2018",0.08,60,2018-05-07
2202,Sold,0xc46280…,DANNY,"15Ξ ($3,047)","May 22, 2020",15,3047,2020-05-22
2202,Sold,0xcbd482,Spilliae…,1.50Ξ ($445),"Aug 08, 2017",1.5,445,2017-08-08
2205,Sold,0x88c500,0x59bb7b,"9.80Ξ ($17,984)","Feb 17, 2021",9.8,17984,2021-02-17
2205,Sold,Theodora,curating…,"6.84Ξ ($12,326)","Feb 13, 2021",6.84,12326,2021-02-13
2205,Sold,0x20e386,Theodora,1.20Ξ ($465),"Sep 13, 2020",1.2,465,2020-09-13
2207,Sold,0xd8e806,5772875,0.18Ξ ($55),"Aug 12, 2017",0.18,55,2017-08-12
2207,Sold,0x22160e,14215174,0.32Ξ ($72),"Jul 20, 2017",0.32,72,2017-07-20
2207,Sold,0xbc081c,2233870,0.30Ξ ($58),"Jul 19, 2017",0.3,58,2017-07-19
2209,Sold,0x0713a6,snowfro,"15Ξ ($9,341)","Dec 23, 2020",15,9341,2020-12-23
2209,Sold,antunes_…,0x0713a6,1.20Ξ ($230),"May 12, 2020",1.2,230,2020-05-12
2209,Sold,0xb6be4d,antunes_…,0.90Ξ ($115),"Mar 14, 2020",0.9,115,2020-03-14
2210,Sold,TokenAng…,0x83e0e1,"24Ξ ($46,032)","Feb 22, 2021",24,46032,2021-02-22
2210,Sold,Hemba,TokenAng…,0.52Ξ ($113),"Aug 02, 2019",0.52,113,2019-08-02
2212,Sold,CPyrc,0x033ee7,"3.49Ξ ($1,207)","Sep 24, 2020",3.49,1207,2020-09-24
2212,Sold,0x48db19,0x1d45f1,0.90Ξ ($386),"Aug 16, 2020",0.9,386,2020-08-16
2213,Sold,0xef784c,0x905f48,"54.99Ξ ($100,495)","Mar 29, 2021",54.99,100495,2021-03-29
2213,Sold,Pranksy,0xef784c,"45Ξ ($81,066)","Mar 11, 2021",45,81066,2021-03-11
2213,Sold,0xc5faf1,Pranksy,"40Ξ ($63,891)","Mar 03, 2021",40,63891,2021-03-03
2216,Sold,0x0a4eaf…,Cyborg,0.24Ξ ($69),"Aug 15, 2017",0.24,69,2017-08-15
2216,Sold,0xbc081c,0x0a4eaf…,0.30Ξ ($68),"Jul 24, 2017",0.3,68,2017-07-24
2217,Sold,wrappped…,0x281869,"6Ξ ($8,116)","Jan 26, 2021",6,8116,2021-01-26
2217,Sold,Hemba,wrappped…,0.28Ξ ($127),"Jul 26, 2018",0.28,127,2018-07-26
2220,Sold,dereklau…,0x2207a7,"28.90Ξ ($53,004)","Mar 18, 2021",28.9,53004,2021-03-18
2220,Sold,pelvis.e…,dereklau…,"24.79Ξ ($47,560)","Feb 22, 2021",24.79,47560,2021-02-22
2220,Sold,0x33c265,pelvis.e…,"12.50Ξ ($24,586)","Feb 19, 2021",12.5,24586,2021-02-19
2220,Sold,0x19f233,0x33c265,"10Ξ ($19,164)","Feb 18, 2021",10,19164,2021-02-18
2221,Sold,0x169560,6664633,"21.75Ξ ($39,289)","Mar 11, 2021",21.75,39289,2021-03-11
2221,Sold,0x07c5ea,1480032,"21.25Ξ ($39,866)","Feb 22, 2021",21.25,39866,2021-02-22
2221,Sold,0x0873fc,509418,"20.21Ξ ($38,009)","Feb 22, 2021",20.21,38009,2021-02-22
2222,Sold,0xf1b658,0x6210b9,"14Ξ ($24,547)","Feb 09, 2021",14,24547,2021-02-09
2222,Sold,0x88e759,0xf1b658,"11.22Ξ ($16,988)","Feb 03, 2021",11.22,16988,2021-02-03
2223,Sold,Pranksy,0xeed4ab,"34.99Ξ ($67,272)","Mar 13, 2021",34.99,67272,2021-03-13
2223,Sold,0x67edd0,Pranksy,"30Ξ ($54,247)","Mar 12, 2021",30,54247,2021-03-12
2223,Sold,0x491be7,0x67edd0,"12.50Ξ ($22,487)","Feb 16, 2021",12.5,22487,2021-02-16
2223,Sold,ross_VRO…,0x491be7,"7Ξ ($2,432)","Oct 03, 2020",7,2432,2020-10-03
2223,Sold,Pranksy,ross_VRO…,1.49Ξ ($300),"May 16, 2020",1.49,300,2020-05-16
2223,Sold,0x00d7c9,Pranksy,0.40Ξ ($109),"Jun 20, 2019",0.4,109,2019-06-20
2225,Sold,0xd8e806,9876623,0.20Ξ ($103),"Dec 11, 2017",0.2,103,2017-12-11
2227,Sold,Pranksy,BlackKet…,0.70Ξ ($91),"Jan 01, 2020",0.7,91,2020-01-01
2227,Sold,0x00d7c9,Pranksy,0.40Ξ ($109),"Jun 20, 2019",0.4,109,2019-06-20
2228,Sold,NeonNFT,diamantz…,"2.90Ξ ($1,011)","Sep 26, 2020",2.9,1011,2020-09-26
2228,Sold,ross_VRO…,NeonNFT,2.75Ξ ($949),"Sep 25, 2020",2.75,949,2020-09-25
2228,Sold,Nissla,ross_VRO…,2.65Ξ ($931),"Sep 24, 2020",2.65,931,2020-09-24
2228,Sold,ioncloud,Nissla,2.49Ξ ($862),"Sep 24, 2020",2.49,862,2020-09-24
2228,Sold,Hemba,ioncloud,1.10Ξ ($223),"May 25, 2020",1.1,223,2020-05-25
2230,Sold,cryptosa…,0x3db26e,0.83Ξ ($296),"Sep 09, 2020",0.83,296,2020-09-09
2230,Sold,Hemba,cryptosa…,1.10Ξ ($225),"May 25, 2020",1.1,225,2020-05-25
2231,Sold,1278319,301367,"10.95Ξ ($20,046)","Feb 13, 2021",10.95,20046,2021-02-13
2231,Sold,10734384,1278319,"5.50Ξ ($1,937)","Oct 06, 2020",5.5,1937,2020-10-06
2232,Sold,Hemba,0x7a341c,0.21Ξ ($60),"Jul 02, 2017",0.21,60,2017-07-02
2233,Sold,2233870,45688,0.31Ξ ($69),"Jul 18, 2017",0.31,69,2017-07-18
2235,Sold,0x13816f,0x0ebd1a,"11.88Ξ ($20,997)","Feb 17, 2021",11.88,20997,2021-02-17
2235,Sold,Alex3422,0x13816f,"5.70Ξ ($2,016)","Sep 29, 2020",5.7,2016,2020-09-29
2235,Sold,GoWest23,Alex3422,"5.35Ξ ($1,885)","Sep 29, 2020",5.35,1885,2020-09-29
2235,Sold,Hemba,GoWest23,0.50Ξ ($67),"Jan 04, 2020",0.5,67,2020-01-04
2237,Sold,1267615,3548383,"75Ξ ($132,872)","Mar 18, 2021",75,132872,2021-03-18
2237,Sold,5734076,1267615,"37Ξ ($69,388)","Mar 14, 2021",37,69388,2021-03-14
2238,Sold,0xb6be4d,0xc11192,"13.40Ξ ($25,691)","Feb 20, 2021",13.4,25691,2021-02-20
2238,Sold,0x0d7794,0xb6be4d,"12.80Ξ ($24,334)","Feb 18, 2021",12.8,24334,2021-02-18
2238,Sold,0x4202c5,0x0d7794,"12Ξ ($22,877)","Feb 18, 2021",12,22877,2021-02-18
2238,Sold,0xc155f9,0x4202c5,"10.88Ξ ($19,694)","Feb 17, 2021",10.88,19694,2021-02-17
2238,Sold,GoWest23,0xc155f9,"5.17Ξ ($1,829)","Sep 29, 2020",5.17,1829,2020-09-29
2238,Sold,Hemba,GoWest23,0.44Ξ ($77),"May 06, 2019",0.44,77,2019-05-06
2239,Sold,0xcbd482,7823584,0.20Ξ ($57),"Jul 02, 2017",0.2,57,2017-07-02
2241,Sold,0x0713a6,cryptosa…,"4.90Ξ ($1,753)","Sep 28, 2020",4.9,1753,2020-09-28
2241,Sold,Hemba,0x0713a6,0.61Ξ ($123),"May 14, 2020",0.61,123,2020-05-14
2242,Sold,0x2b8e9d,0xc06749,"24.90Ξ ($35,986)","Feb 27, 2021",24.9,35986,2021-02-27
2242,Sold,YOTTABYT…,0x2b8e9d,"6.90Ξ ($8,689)","Jan 23, 2021",6.9,8689,2021-01-23
2242,Sold,evkort,YOTTABYT…,"4Ξ ($2,393)","Nov 23, 2020",4,2393,2020-11-23
2242,Sold,evkort,Crypto_P…,0.10Ξ ($39),"Oct 12, 2020",0.1,39,2020-10-12
2242,Sold,coinduph…,evkort,"5.70Ξ ($2,212)","Oct 12, 2020",5.7,2212,2020-10-12
2242,Sold,0x8234be,coinduph…,0.15Ξ ($91),"Apr 21, 2018",0.15,91,2018-04-21
2245,Sold,Kataster…,0x8d9568,"25Ξ ($45,657)","Mar 19, 2021",25,45657,2021-03-19
2245,Sold,Hemba,Kataster…,0.48Ξ ($64),"Dec 22, 2019",0.48,64,2019-12-22
2249,Sold,shilpixe…,0x1f8add,"9.50Ξ ($1,848)","Apr 26, 2020",9.5,1848,2020-04-26
2249,Sold,0xd8e806,shilpixe…,1.07Ξ ($372),"Aug 28, 2017",1.07,372,2017-08-28
2249,Sold,0x00bd3a,0xd8e806,1.49Ξ ($252),"Jul 15, 2017",1.49,252,2017-07-15
2249,Sold,0x5462de,0x00bd3a,1Ξ ($269),"Jul 04, 2017",1,269,2017-07-04
2250,Sold,6689278,7001614,"22.50Ξ ($40,723)","Mar 11, 2021",22.5,40723,2021-03-11
2253,Sold,MrTpunks…,0x75bb8e,"85Ξ ($151,223)","Feb 22, 2021",85,151223,2021-02-22
2253,Sold,0xa3cb30,ManOverb…,"19.50Ξ ($6,649)","Oct 07, 2020",19.5,6649,2020-10-07
2254,Sold,755965,5091805,"41Ξ ($74,930)","Mar 20, 2021",41,74930,2021-03-20
2259,Sold,1742511,393680,1.99Ξ ($753),"Sep 15, 2020",1.99,753,2020-09-15
2259,Sold,5331586,6781763,0.24Ξ ($66),"Jul 03, 2017",0.24,66,2017-07-03
2260,Sold,0xfb077c,Kinchasa,0.80Ξ ($131),"May 04, 2019",0.8,131,2019-05-04
2261,Sold,kyloren,0x42f7c5,"7Ξ ($9,344)","Jan 26, 2021",7,9344,2021-01-26
2261,Sold,Carlini8,kyloren,"5.20Ξ ($1,840)","Sep 29, 2020",5.2,1840,2020-09-29
2261,Sold,0x6fb180,Carlini8,"5.10Ξ ($1,852)","Sep 28, 2020",5.1,1852,2020-09-28
2261,Sold,Carlini8,0x6fb180,2.50Ξ ($914),"Sep 16, 2020",2.5,914,2020-09-16
2261,Sold,Hemba,Carlini8,1.30Ξ ($261),"May 26, 2020",1.3,261,2020-05-26
2263,Sold,9399070,942439,"14.90Ξ ($29,396)","Feb 21, 2021",14.9,29396,2021-02-21
2263,Sold,13401139,14175872,"5.84Ξ ($10,452)","Feb 11, 2021",5.84,10452,2021-02-11
2264,Sold,13401139,1337515,"38Ξ ($78,547)","Apr 08, 2021",38,78547,2021-04-08
2267,Sold,0xcc7c33,9876623,0.35Ξ ($113),"Aug 21, 2017",0.35,113,2017-08-21
2269,Sold,0xcc7c33,BlackKet…,0.79Ξ ($102),"Jan 01, 2020",0.79,102,2020-01-01
2276,Sold,0x07c5ea,0x649b84,"45Ξ ($70,980)","Feb 25, 2021",45,70980,2021-02-25
2276,Sold,0x577ebc,Michel_M…,"23Ξ ($37,967)","Feb 05, 2021",23,37967,2021-02-05
2280,Sold,ross_VRO…,whiterab…,0.99Ξ ($368),"Sep 10, 2020",0.99,368,2020-09-10
2280,Sold,0xe45df5,ross_VRO…,0.59Ξ ($101),"Jan 17, 2020",0.59,101,2020-01-17
2280,Sold,0x0a4eaf…,0xe45df5,0.30Ξ ($71),"Jul 09, 2017",0.3,71,2017-07-09
2280,Sold,Cyborg,0x0a4eaf…,0.24Ξ ($62),"Jul 06, 2017",0.24,62,2017-07-06
2281,Sold,donated.…,0xbb9445,"50Ξ ($79,398)","Mar 25, 2021",50,79398,2021-03-25
2281,Sold,0x577ebc,donated.…,"59.99Ξ ($108,626)","Mar 12, 2021",59.99,108626,2021-03-12
2282,Sold,Gilzar,valdon,"6Ξ ($2,183)","Sep 28, 2020",6,2183,2020-09-28
2282,Sold,Hemba,CPyrc,1.10Ξ ($225),"May 24, 2020",1.1,225,2020-05-24
2285,Sold,Cyborg,spider33…,0.28Ξ ($57),"Jul 29, 2017",0.28,57,2017-07-29
2286,Sold,cryptosa…,Japone42…,"5.05Ξ ($1,991)","Oct 12, 2020",5.05,1991,2020-10-12
2286,Sold,_K_A_M_I…,cryptosa…,1.29Ξ ($308),"Jun 03, 2020",1.29,308,2020-06-03
2286,Sold,0x052564,_K_A_M_I…,1.50Ξ ($321),"May 28, 2020",1.5,321,2020-05-28
2286,Sold,Hemba,0xd8e806,0.38Ξ ($72),"Jul 11, 2017",0.38,72,2017-07-11
2287,Sold,Hemba,0xd8e806,0.38Ξ ($84),"Jul 12, 2017",0.38,84,2017-07-12
2289,Sold,0x052564,TJ2010,"5Ξ ($1,882)","Sep 15, 2020",5,1882,2020-09-15
2289,Sold,Hemba,0xd8e806,0.38Ξ ($71),"Jul 11, 2017",0.38,71,2017-07-11
2290,Sold,0xc69ae4,0x727646,"2.88Ξ ($1,095)","Sep 20, 2020",2.88,1095,2020-09-20
2290,Sold,Hemba,0xc69ae4,1.10Ξ ($225),"May 25, 2020",1.1,225,2020-05-25
2291,Sold,0x13816f,0x28a908,"7.14Ξ ($12,824)","Feb 13, 2021",7.14,12824,2021-02-13
2291,Sold,0x3ba9cd,0x13816f,"3.05Ξ ($1,078)","Sep 27, 2020",3.05,1078,2020-09-27
2291,Sold,Carlini8,0x3ba9cd,2Ξ ($678),"Sep 23, 2020",2,678,2020-09-23
2291,Sold,SharkWha…,Carlini8,1.49Ξ ($560),"Sep 14, 2020",1.49,560,2020-09-14
2291,Sold,Hemba,SharkWha…,1.30Ξ ($264),"May 27, 2020",1.3,264,2020-05-27
2292,Sold,SharkWha…,Kcirtapc…,1.49Ξ ($570),"Sep 14, 2020",1.49,570,2020-09-14
2292,Sold,Hemba,SharkWha…,1.30Ξ ($264),"May 27, 2020",1.3,264,2020-05-27
2294,Sold,0x65ba4f,16714708,"110Ξ ($165,878)","Feb 25, 2021",110,165878,2021-02-25
2294,Sold,0x365e35,6666831,"60Ξ ($98,078)","Feb 24, 2021",60,98078,2021-02-24
2297,Sold,509418,7077465,"21.49Ξ ($41,192)","Feb 22, 2021",21.49,41192,2021-02-22
2297,Sold,16033653,509418,"20Ξ ($38,499)","Feb 21, 2021",20,38499,2021-02-21
2297,Sold,22272,16033653,0.10Ξ ($46),"Dec 03, 2017",0.1,46,2017-12-03
2301,Sold,shilpixe…,qiwave,"5Ξ ($1,098)","Jun 27, 2020",5,1098,2020-06-27
2302,Sold,0x052564,mrsee.et…,"27Ξ ($38,940)","Feb 27, 2021",27,38940,2021-02-27
2302,Sold,Cyborg,0xd8e806,0.28Ξ ($53),"Jul 28, 2017",0.28,53,2017-07-28
2303,Sold,CPyrc,0xc5b4e3,2.45Ξ ($935),"Sep 17, 2020",2.45,935,2020-09-17
2303,Sold,Sylveste…,CPyrc,1.99Ξ ($727),"Sep 16, 2020",1.99,727,2020-09-16
2303,Sold,PM_disco…,Sylveste…,1.40Ξ ($510),"Sep 11, 2020",1.4,510,2020-09-11
2303,Sold,0x0553de,PM_disco…,1.19Ξ ($293),"Jul 09, 2020",1.19,293,2020-07-09
2303,Sold,0x3a4930,0x0553de,1.29Ξ ($325),"Jun 02, 2020",1.29,325,2020-06-02
2303,Sold,TweetyPi…,0x3a4930,1.45Ξ ($296),"May 25, 2020",1.45,296,2020-05-25
2303,Sold,Hemba,TweetyPi…,1Ξ ($199),"May 21, 2020",1,199,2020-05-21
2304,Sold,licorne.…,sov,0.36Ξ ($82),"Jul 12, 2017",0.36,82,2017-07-12
2306,Sold,0xbe7516,0x483ec3,"125Ξ ($217,171)","Feb 11, 2021",125,217171,2021-02-11
2306,Sold,Pranksy,gaus,"53Ξ ($18,372)","Sep 24, 2020",53,18372,2020-09-24
2306,Sold,Snowfro,Pranksy,"49Ξ ($18,887)","Sep 18, 2020",49,18887,2020-09-18
2307,Sold,Hemba,0xe0e106,0.41Ξ ($84),"Jul 13, 2017",0.41,84,2017-07-13
2308,Sold,0x701f37,0xef6d69,"19.50Ξ ($34,038)","Mar 08, 2021",19.5,34038,2021-03-08
2308,Sold,MrNFT,0x568cf5,"5.89Ξ ($2,139)","Sep 28, 2020",5.89,2139,2020-09-28
2308,Sold,GoWest23,MrNFT,"4.95Ξ ($1,800)","Sep 28, 2020",4.95,1800,2020-09-28
2308,Sold,Blaze310,GoWest23,0.35Ξ ($61),"May 06, 2019",0.35,61,2019-05-06
2308,Sold,Bendicio…,Blaze310,0.25Ξ ($26),"Dec 18, 2018",0.25,26,2018-12-18
2308,Sold,Hemba,Bendicio…,0.41Ξ ($83),"Jul 26, 2017",0.41,83,2017-07-26
2309,Sold,natealex,0x93db36,1.95Ξ ($752),"Sep 20, 2020",1.95,752,2020-09-20
2309,Sold,Hemba,natealex,1.30Ξ ($265),"May 27, 2020",1.3,265,2020-05-27
2310,Sold,0xae4d83,0x48c85c,"31Ξ ($60,643)","Feb 19, 2021",31,60643,2021-02-19
2310,Sold,Slats_et…,0xae4d83,"29.90Ξ ($54,078)","Feb 14, 2021",29.9,54078,2021-02-14
2310,Sold,Dude_Nak…,Slats_et…,"4.95Ξ ($1,021)","May 27, 2020",4.95,1021,2020-05-27
2310,Sold,0x58164b,Dude_Nak…,0.10Ξ ($53),"Apr 18, 2018",0.1,53,2018-04-18
2313,Sold,0x48c85c,0x024bcb,"19.95Ξ ($39,718)","Feb 20, 2021",19.95,39718,2021-02-20
2313,Sold,0x3e17fa,0x48c85c,"10.50Ξ ($19,166)","Feb 16, 2021",10.5,19166,2021-02-16
2313,Sold,CPyrc,0x3e17fa,"4.49Ξ ($1,553)","Sep 24, 2020",4.49,1553,2020-09-24
2313,Sold,0x20e386,CPyrc,1.20Ξ ($465),"Sep 13, 2020",1.2,465,2020-09-13
2315,Sold,13015780,2523497,"6.61Ξ ($8,471)","Jan 26, 2021",6.61,8471,2021-01-26
2315,Sold,1742511,13015780,1.27Ξ ($254),"May 26, 2020",1.27,254,2020-05-26
2315,Sold,12322844,6781763,0.30Ξ ($68),"Jul 20, 2017",0.3,68,2017-07-20
2317,Sold,0x13816f,0x9e10cf,"10.80Ξ ($19,807)","Feb 17, 2021",10.8,19807,2021-02-17
2317,Sold,Loopify,0x13816f,"4Ξ ($1,433)","Sep 28, 2020",4,1433,2020-09-28
2317,Sold,0x11c9a7,Loopify,"3.70Ξ ($1,319)","Sep 28, 2020",3.7,1319,2020-09-28
2317,Sold,0xe5e771,0x11c9a7,"3.50Ξ ($1,258)","Sep 28, 2020",3.5,1258,2020-09-28
2317,Sold,MrNFT,0xe5e771,2.14Ξ ($731),"Sep 23, 2020",2.14,731,2020-09-23
2317,Sold,zazpower…,MrNFT,1.85Ξ ($635),"Sep 22, 2020",1.85,635,2020-09-22
2317,Sold,0xe0b432,zazpower…,1.90Ξ ($697),"Sep 15, 2020",1.9,697,2020-09-15
2319,Sold,55241,7435267,0.05Ξ ($26),"May 28, 2018",0.05,26,2018-05-28
2320,Sold,0xaae8c5,azkaban,"4.49Ξ ($5,808)","Jan 10, 2021",4.49,5808,2021-01-10
2320,Sold,Slats_et…,0xaae8c5,"4Ξ ($4,907)","Jan 09, 2021",4,4907,2021-01-09
2320,Sold,Pranksy,Slats_et…,1.99Ξ ($410),"May 27, 2020",1.99,410,2020-05-27
2320,Sold,0xb6be4d,Pranksy,1Ξ ($214),"May 20, 2020",1,214,2020-05-20
2321,Sold,Pixls,0x3e4c98,0.19Ξ ($56),"Sep 01, 2018",0.19,56,2018-09-01
2321,Sold,Hemba,Pixls,0.11Ξ ($30),"Aug 26, 2018",0.11,30,2018-08-26
2322,Sold,Hemba,Kenney,0.15Ξ ($57),"Apr 04, 2018",0.15,57,2018-04-04
2324,Sold,0x577ebc,BlackKet…,"28.99Ξ ($52,860)","Mar 20, 2021",28.99,52860,2021-03-20
2325,Sold,0x007508,15580719,"95Ξ ($197,227)","Apr 09, 2021",95,197227,2021-04-09
2326,Sold,0x382681,0x73e788,"15Ξ ($27,684)","Feb 17, 2021",15,27684,2021-02-17
2326,Sold,0x87e225,0x382681,0.96Ξ ($200),"Sep 17, 2019",0.96,200,2019-09-17
2326,Sold,Pranksy,0x87e225,0.65Ξ ($129),"Sep 16, 2019",0.65,129,2019-09-16
2326,Sold,0x00d7c9,Pranksy,0.40Ξ ($109),"Jun 20, 2019",0.4,109,2019-06-20
2327,Sold,3van.eth,digitalo…,"6Ξ ($7,526)","Jan 07, 2021",6,7526,2021-01-07
2327,Sold,evkort,0x34cdf7,0.10Ξ ($38),"Oct 13, 2020",0.1,38,2020-10-13
2327,Sold,H6A5-0x,evkort,"6.25Ξ ($2,403)","Oct 13, 2020",6.25,2403,2020-10-13
2328,Sold,0x62bdc6,0x5fbee9,"19.69Ξ ($41,048)","Apr 09, 2021",19.69,41048,2021-04-09
2328,Sold,gr8wxl,0x62bdc6,"17Ξ ($35,139)","Apr 08, 2021",17,35139,2021-04-08
2328,Sold,0xd8e806,gr8wxl,0.22Ξ ($66),"Sep 10, 2017",0.22,66,2017-09-10
2328,Sold,Hemba,0xd8e806,0.41Ξ ($92),"Jul 12, 2017",0.41,92,2017-07-12
2329,Sold,0xc352b5,0xba19ba,"140Ξ ($259,511)","Feb 12, 2021",140,259511,2021-02-12
2329,Sold,Dude_Nak…,0xc352b5,"11Ξ ($2,469)","Feb 10, 2020",11,2469,2020-02-10
2329,Sold,0x58164b,Dude_Nak…,0.52Ξ ($323),"Apr 22, 2018",0.52,323,2018-04-22
2329,Sold,Cyborg,0x58164b,2.25Ξ ($437),"Jul 19, 2017",2.25,437,2017-07-19
2329,Sold,0xc5d739,Cyborg,2.50Ξ ($710),"Jul 02, 2017",2.5,710,2017-07-02
2331,Sold,Hemba,0x655d36,0.41Ξ ($92),"Jul 24, 2017",0.41,92,2017-07-24
2332,Sold,Hemba,snowfro,0.22Ξ ($20),"Dec 06, 2018",0.22,20,2018-12-06
